Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",49076,"(+/- 3376 )",52479,"(+/- 3487 )",77903,"(+/- 4188 )",70464,"(+/- 3213 )",35982,"(+/- 3127 )",20229,"(+/- 2398 )",18633,"(+/- 2312 )",30230,"(+/- 2232 )",24034,"(+/- 2241 )",30542,"(+/- 3144 )",32116,"(+/- 2659 )",32217,"(+/- 3482 )",5005,"(+/- 1132 )",13752,"(+/- 1718 )",4592,"(+/- 1267 )",43903,"(+/- 2917 )",65584,"(+/- 4038 )",35990,"(+/- 2971 )",10332,"(+/- 1506 )",9269,"(+/- 1430 )",4109,"(+/- 948 )",3940,"(+/- 970 )",3593,"(+/- 730 )",4968,"(+/- 971 )",6221,"(+/- 1067 )",4389,"(+/- 864 )",7105,"(+/- 1081 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",2731,"(+/- 44 )",2849,"(+/- 43 )",3439,"(+/- 72 )",3215,"(+/- 43 )",2751,"(+/- 56 )",2545,"(+/- 140 )",3037,"(+/- 164 )",2862,"(+/- 70 )",2865,"(+/- 111 )",3613,"(+/- 209 )",2614,"(+/- 72 )",3785,"(+/- 199 )",2190,"(+/- 224 )",2514,"(+/- 123 )",2563,"(+/- 184 )",3096,"(+/- 134 )",3292,"(+/- 83 )",2444,"(+/- 47 )",1649,"(+/- 40 )",1669,"(+/- 34 )",1304,"(+/- 30 )",1209,"(+/- 20 )",1179,"(+/- 20 )",1314,"(+/- 25 )",1370,"(+/- 25 )",1185,"(+/- 22 )",1387,"(+/- 27 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",75975,"(+/- 4517 )",59842,"(+/- 3392 )",88008,"(+/- 4618 )",64039,"(+/- 3491 )",39143,"(+/- 2630 )",67077,"(+/- 4093 )",21620,"(+/- 1942 )",33185,"(+/- 2495 )",33473,"(+/- 2689 )",50388,"(+/- 3884 )",56330,"(+/- 2610 )",51781,"(+/- 3803 )",13659,"(+/- 2097 )",33644,"(+/- 2709 )",8900,"(+/- 1645 )",54946,"(+/- 4042 )",58339,"(+/- 3207 )",59438,"(+/- 3183 )",90751,"(+/- 3601 )",64864,"(+/- 2784 )",91622,"(+/- 3322 )",85327,"(+/- 3516 )",98566,"(+/- 2848 )",77984,"(+/- 3603 )",63029,"(+/- 2724 )",74949,"(+/- 3474 )",94175,"(+/- 3727 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",1179,"(+/- 513 )",471,"(+/- 282 )",3523,"(+/- 836 )",2154,"(+/- 700 )",2153,"(+/- 692 )",9475,"(+/- 1650 )",3391,"(+/- 804 )",4303,"(+/- 1043 )",3636,"(+/- 887 )",6455,"(+/- 1311 )",2806,"(+/- 872 )",7893,"(+/- 1397 )",5175,"(+/- 1243 )",3828,"(+/- 1220 )",2439,"(+/- 863 )",10830,"(+/- 2497 )",2237,"(+/- 725 )",1152,"(+/- 486 )",5458,"(+/- 1113 )",2456,"(+/- 683 )",9527,"(+/- 1393 )",5576,"(+/- 939 )",9240,"(+/- 1359 )",6055,"(+/- 1353 )",2487,"(+/- 708 )",6109,"(+/- 887 )",7005,"(+/- 1204 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",2266,"(+/- 902 )",1178,"(+/- 671 )",2693,"(+/- 867 )",767,"(+/- 567 )",1638,"(+/- 750 )",4307,"(+/- 994 )",891,"(+/- 413 )",1413,"(+/- 633 )",1508,"(+/- 754 )",1507,"(+/- 672 )",1188,"(+/- 449 )",2826,"(+/- 1112 )",608,"(+/- 450 )",1327,"(+/- 452 )",523,"(+/- 372 )",3331,"(+/- 813 )",955,"(+/- 465 )",2457,"(+/- 662 )",12886,"(+/- 1557 )",8846,"(+/- 1291 )",22676,"(+/- 1989 )",19425,"(+/- 1617 )",25600,"(+/- 1942 )",15045,"(+/- 1633 )",9479,"(+/- 1229 )",16717,"(+/- 1858 )",12754,"(+/- 1539 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",4030,"(+/- 1225 )",2859,"(+/- 872 )",3488,"(+/- 857 )",2406,"(+/- 600 )",4007,"(+/- 905 )",4957,"(+/- 1224 )",2118,"(+/- 679 )",3580,"(+/- 888 )",2180,"(+/- 681 )",2458,"(+/- 797 )",4560,"(+/- 934 )",3503,"(+/- 1136 )",822,"(+/- 462 )",2596,"(+/- 719 )",460,"(+/- 339 )",2865,"(+/- 773 )",1936,"(+/- 566 )",5945,"(+/- 998 )",20692,"(+/- 1940 )",17128,"(+/- 1894 )",27989,"(+/- 2120 )",30167,"(+/- 2649 )",31567,"(+/- 1824 )",24966,"(+/- 2468 )",19005,"(+/- 1721 )",26001,"(+/- 2066 )",28720,"(+/- 2124 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",8343,"(+/- 1498 )",4560,"(+/- 940 )",5073,"(+/- 1159 )",2692,"(+/- 729 )",6773,"(+/- 1253 )",8516,"(+/- 1459 )",3932,"(+/- 993 )",5273,"(+/- 1167 )",4988,"(+/- 1143 )",4184,"(+/- 1338 )",9066,"(+/- 1319 )",3833,"(+/- 1152 )",1311,"(+/- 916 )",5046,"(+/- 1099 )",1637,"(+/- 746 )",3020,"(+/- 907 )",3928,"(+/- 834 )",11934,"(+/- 1747 )",19440,"(+/- 1896 )",16821,"(+/- 1794 )",16618,"(+/- 1822 )",15479,"(+/- 1578 )",16537,"(+/- 1541 )",16044,"(+/- 1474 )",15640,"(+/- 1844 )",15451,"(+/- 1699 )",23247,"(+/- 2295 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",11063,"(+/- 1985 )",8139,"(+/- 1198 )",6855,"(+/- 1262 )",5410,"(+/- 1124 )",9142,"(+/- 1353 )",13233,"(+/- 1873 )",3909,"(+/- 693 )",6641,"(+/- 1290 )",6949,"(+/- 1234 )",6351,"(+/- 1454 )",12219,"(+/- 1574 )",3969,"(+/- 1242 )",2282,"(+/- 1277 )",6253,"(+/- 1345 )",1139,"(+/- 550 )",4852,"(+/- 1140 )",5490,"(+/- 1415 )",10115,"(+/- 1714 )",14977,"(+/- 1622 )",10315,"(+/- 1548 )",7720,"(+/- 1341 )",8104,"(+/- 1181 )",7760,"(+/- 1048 )",7430,"(+/- 1086 )",7396,"(+/- 1188 )",6330,"(+/- 1184 )",13149,"(+/- 1793 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",49094,"(+/- 3600 )",42635,"(+/- 3072 )",66376,"(+/- 4088 )",50610,"(+/- 3181 )",15430,"(+/- 1820 )",26589,"(+/- 2273 )",7379,"(+/- 1084 )",11975,"(+/- 1478 )",14212,"(+/- 1760 )",29433,"(+/- 3549 )",26491,"(+/- 2096 )",29757,"(+/- 3193 )",3461,"(+/- 896 )",14594,"(+/- 1930 )",2702,"(+/- 817 )",30048,"(+/- 2889 )",43793,"(+/- 2786 )",27835,"(+/- 2212 )",17298,"(+/- 1732 )",9298,"(+/- 1393 )",7092,"(+/- 1250 )",6576,"(+/- 1017 )",7862,"(+/- 1072 )",8444,"(+/- 1259 )",9022,"(+/- 1189 )",4341,"(+/- 1040 )",9300,"(+/- 1482 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1168,"(+/- 26 )",1229,"(+/- 30 )",1397,"(+/- 30 )",1363,"(+/- 39 )",912,"(+/- 32 )",908,"(+/- 29 )",835,"(+/- 50 )",874,"(+/- 41 )",942,"(+/- 32 )",1152,"(+/- 61 )",969,"(+/- 35 )",1123,"(+/- 63 )",708,"(+/- 173 )",935,"(+/- 51 )",715,"(+/- 124 )",1102,"(+/- 72 )",1420,"(+/- 62 )",960,"(+/- 36 )",666,"(+/- 24 )",647,"(+/- 20 )",481,"(+/- 12 )",512,"(+/- 13 )",481,"(+/- 11 )",533,"(+/- 17 )",607,"(+/- 17 )",502,"(+/- 15 )",591,"(+/- 16 )"
Housing,"Gross Rent","Occupied units paying rent",47453,"(+/- 3963 )",N,(N),42436,"(+/- 3512 )",53621,"(+/- 4042 )",95916,"(+/- 4731 )",134682,"(+/- 5030 )",191724,"(+/- 6262 )",204338,"(+/- 5866 )",194059,"(+/- 5931 )",213415,"(+/- 7743 )",113216,"(+/- 4037 )",261313,"(+/- 9047 )",258731,"(+/- 7439 )",165464,"(+/- 4692 )",235267,"(+/- 6011 )",133565,"(+/- 7013 )",76640,"(+/- 4248 )",74291,"(+/- 4084 )",68848,"(+/- 3757 )",117364,"(+/- 4679 )",77307,"(+/- 3666 )",80029,"(+/- 3679 )",79507,"(+/- 3395 )",86082,"(+/- 4106 )",108990,"(+/- 3595 )",125472,"(+/- 5261 )",63933,"(+/- 4045 )"
Housing,"Gross Rent","Less than $500",1881,"(+/- 836 )",N,(N),1888,"(+/- 735 )",4271,"(+/- 1354 )",8584,"(+/- 1589 )",4540,"(+/- 1379 )",22992,"(+/- 3026 )",34638,"(+/- 3704 )",16178,"(+/- 2501 )",9265,"(+/- 2391 )",13201,"(+/- 2090 )",16590,"(+/- 2527 )",38021,"(+/- 3983 )",8204,"(+/- 1706 )",46268,"(+/- 3414 )",13259,"(+/- 2700 )",4505,"(+/- 1273 )",4015,"(+/- 1240 )",6586,"(+/- 1299 )",8804,"(+/- 1344 )",12929,"(+/- 1756 )",13889,"(+/- 1565 )",12203,"(+/- 1411 )",11585,"(+/- 1744 )",10042,"(+/- 1622 )",17459,"(+/- 2387 )",8638,"(+/- 1503 )"
Housing,"Gross Rent","$500 to $999",3530,"(+/- 1108 )",N,(N),1747,"(+/- 705 )",4041,"(+/- 1228 )",16498,"(+/- 2582 )",14180,"(+/- 2044 )",32231,"(+/- 3287 )",35373,"(+/- 3566 )",24950,"(+/- 2872 )",24637,"(+/- 3025 )",11472,"(+/- 2014 )",23675,"(+/- 2640 )",52604,"(+/- 4868 )",14557,"(+/- 2076 )",47498,"(+/- 4820 )",18129,"(+/- 2793 )",7509,"(+/- 1483 )",13525,"(+/- 2182 )",31756,"(+/- 2790 )",45986,"(+/- 3652 )",39080,"(+/- 2953 )",47993,"(+/- 3157 )",43369,"(+/- 2591 )",49313,"(+/- 3085 )",56655,"(+/- 3106 )",72524,"(+/- 4218 )",35885,"(+/- 3039 )"
Housing,"Gross Rent","$1,000 to $1,499",8796,"(+/- 2047 )",N,(N),8252,"(+/- 1527 )",11173,"(+/- 1908 )",25169,"(+/- 2876 )",36268,"(+/- 3620 )",40597,"(+/- 3866 )",47667,"(+/- 3961 )",61132,"(+/- 4435 )",44346,"(+/- 4392 )",38031,"(+/- 3129 )",28494,"(+/- 3369 )",76687,"(+/- 4451 )",50959,"(+/- 4201 )",84036,"(+/- 5537 )",42283,"(+/- 4310 )",17948,"(+/- 2222 )",28216,"(+/- 2610 )",18386,"(+/- 2099 )",43150,"(+/- 3175 )",19003,"(+/- 2329 )",13707,"(+/- 1757 )",16410,"(+/- 2153 )",20089,"(+/- 2196 )",28927,"(+/- 2301 )",28760,"(+/- 3246 )",13864,"(+/- 1752 )"
Housing,"Gross Rent","$1,500 to $1,999",14997,"(+/- 2403 )",N,(N),10737,"(+/- 1880 )",15821,"(+/- 2543 )",29758,"(+/- 3083 )",47693,"(+/- 4034 )",33334,"(+/- 3262 )",40815,"(+/- 3675 )",50224,"(+/- 3872 )",37281,"(+/- 4047 )",32862,"(+/- 2798 )",36020,"(+/- 3775 )",49118,"(+/- 3601 )",54263,"(+/- 4300 )",45403,"(+/- 3582 )",35929,"(+/- 3230 )",25632,"(+/- 2843 )",19280,"(+/- 2547 )",7711,"(+/- 1334 )",14169,"(+/- 2041 )",5009,"(+/- 1285 )",2114,"(+/- 912 )",5030,"(+/- 1042 )",3695,"(+/- 836 )",9611,"(+/- 1618 )",4290,"(+/- 985 )",4479,"(+/- 1240 )"
Housing,"Gross Rent","$2,000 to $2,499",10379,"(+/- 2474 )",N,(N),7650,"(+/- 1540 )",8953,"(+/- 1815 )",11074,"(+/- 1719 )",23975,"(+/- 2516 )",27448,"(+/- 2399 )",21996,"(+/- 2283 )",23698,"(+/- 2600 )",23516,"(+/- 3284 )",12221,"(+/- 2101 )",48040,"(+/- 4928 )",22363,"(+/- 2575 )",25246,"(+/- 2709 )",9536,"(+/- 1823 )",14781,"(+/- 2312 )",12292,"(+/- 2102 )",5155,"(+/- 1074 )",3182,"(+/- 1070 )",2961,"(+/- 914 )",1048,"(+/- 479 )",1066,"(+/- 481 )",1803,"(+/- 929 )",653,"(+/- 378 )",2820,"(+/- 848 )",1716,"(+/- 830 )",628,"(+/- 332 )"
Housing,"Gross Rent","$2,500 to $2,999",4722,"(+/- 1324 )",N,(N),4927,"(+/- 1655 )",3608,"(+/- 1165 )",4009,"(+/- 1183 )",5750,"(+/- 1218 )",15861,"(+/- 2148 )",12448,"(+/- 2160 )",8471,"(+/- 1729 )",24880,"(+/- 3256 )",4223,"(+/- 1196 )",40636,"(+/- 3939 )",11661,"(+/- 2375 )",9472,"(+/- 1732 )",1433,"(+/- 685 )",3608,"(+/- 1099 )",4259,"(+/- 1098 )",2134,"(+/- 669 )",924,"(+/- 585 )",995,"(+/- 697 )",106,"(+/- 152 )",503,"(+/- 266 )",271,"(+/- 303 )",419,"(+/- 384 )",462,"(+/- 454 )",481,"(+/- 317 )",0,"(+/- 207 )"
Housing,"Gross Rent","$3,000 or more",3148,"(+/- 1189 )",N,(N),7235,"(+/- 1611 )",5754,"(+/- 1398 )",824,"(+/- 573 )",2276,"(+/- 799 )",19261,"(+/- 2205 )",11401,"(+/- 1597 )",9406,"(+/- 1568 )",49490,"(+/- 3773 )",1206,"(+/- 451 )",67858,"(+/- 5103 )",8277,"(+/- 1528 )",2763,"(+/- 1003 )",1093,"(+/- 667 )",5576,"(+/- 1335 )",4495,"(+/- 1101 )",1966,"(+/- 741 )",303,"(+/- 401 )",1299,"(+/- 600 )",132,"(+/- 124 )",757,"(+/- 408 )",421,"(+/- 234 )",328,"(+/- 175 )",473,"(+/- 336 )",242,"(+/- 233 )",439,"(+/- 490 )"
Housing,"Gross Rent","Median (dollars)",1817,"(+/- 67 )",1775,"(+/- 51 )",1935,"(+/- 91 )",1732,"(+/- 55 )",1457,"(+/- 49 )",1630,"(+/- 34 )",1501,"(+/- 50 )",1336,"(+/- 40 )",1460,"(+/- 31 )",1882,"(+/- 52 )",1431,"(+/- 30 )",2269,"(+/- 47 )",1253,"(+/- 28 )",1583,"(+/- 35 )",1134,"(+/- 23 )",1415,"(+/- 42 )",1663,"(+/- 40 )",1346,"(+/- 40 )",955,"(+/- 21 )",1034,"(+/- 25 )",826,"(+/- 32 )",758,"(+/- 16 )",792,"(+/- 22 )",839,"(+/- 18 )",921,"(+/- 16 )",823,"(+/- 19 )",822,"(+/- 22 )"
Housing,"Gross Rent","No rent paid",1704,"(+/- 519 )",N,(N),3793,"(+/- 993 )",2108,"(+/- 858 )",2952,"(+/- 783 )",10106,"(+/- 2106 )",3286,"(+/- 1023 )",4485,"(+/- 1361 )",5741,"(+/- 1381 )",4519,"(+/- 1573 )",6837,"(+/- 1802 )",4738,"(+/- 1721 )",6891,"(+/- 2063 )",3920,"(+/- 983 )",4410,"(+/- 1289 )",4260,"(+/- 1448 )",3557,"(+/- 1206 )",2899,"(+/- 1060 )",4933,"(+/- 1216 )",3492,"(+/- 1020 )",6117,"(+/- 1093 )",4794,"(+/- 1127 )",7076,"(+/- 1297 )",3880,"(+/- 1030 )",2606,"(+/- 734 )",3473,"(+/- 940 )",5002,"(+/- 1185 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Total households",252630,"(+/- 5032 )",223418,"(+/- 4503 )",257333,"(+/- 5317 )",238571,"(+/- 4335 )",230322,"(+/- 4859 )",266127,"(+/- 5008 )",253213,"(+/- 6899 )",308982,"(+/- 5490 )",285637,"(+/- 6358 )",317659,"(+/- 7649 )",265022,"(+/- 3981 )",366996,"(+/- 8725 )",295057,"(+/- 7465 )",242702,"(+/- 5106 )",262833,"(+/- 5958 )",277231,"(+/- 6557 )",249845,"(+/- 4461 )",253104,"(+/- 3825 )",272241,"(+/- 4694 )",302852,"(+/- 4148 )",280765,"(+/- 4554 )",277265,"(+/- 3987 )",282880,"(+/- 4072 )",280843,"(+/- 4402 )",294719,"(+/- 3248 )",311623,"(+/- 5009 )",296942,"(+/- 4302 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Less than $10,000",7999,"(+/- 1774 )",5866,"(+/- 1208 )",8932,"(+/- 1842 )",6915,"(+/- 1459 )",10768,"(+/- 1621 )",18841,"(+/- 2718 )",20868,"(+/- 2508 )",32309,"(+/- 3101 )",20644,"(+/- 2381 )",17112,"(+/- 3016 )",13134,"(+/- 2080 )",23846,"(+/- 3318 )",42010,"(+/- 4265 )",14674,"(+/- 2162 )",50371,"(+/- 4423 )",21658,"(+/- 2969 )",8306,"(+/- 1912 )",10959,"(+/- 1934 )",14879,"(+/- 2052 )",14612,"(+/- 1928 )",17178,"(+/- 1796 )",16564,"(+/- 2092 )",21580,"(+/- 1855 )",20114,"(+/- 2356 )",16996,"(+/- 2322 )",26444,"(+/- 3048 )",14192,"(+/- 2110 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$10,000 to $14,999",5492,"(+/- 1524 )",3877,"(+/- 1151 )",4003,"(+/- 1140 )",4430,"(+/- 1181 )",9116,"(+/- 1881 )",9468,"(+/- 1873 )",14752,"(+/- 2339 )",18269,"(+/- 2490 )",14594,"(+/- 2409 )",10637,"(+/- 2018 )",12050,"(+/- 1830 )",10277,"(+/- 2000 )",24448,"(+/- 2784 )",9700,"(+/- 1748 )",28501,"(+/- 3426 )",12296,"(+/- 2562 )",6740,"(+/- 1411 )",8854,"(+/- 1971 )",12485,"(+/- 1584 )",13388,"(+/- 1872 )",13828,"(+/- 1744 )",15048,"(+/- 1836 )",15260,"(+/- 1757 )",12823,"(+/- 1522 )",12817,"(+/- 1767 )",17118,"(+/- 2204 )",9054,"(+/- 1402 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$15,000 to $24,999",11455,"(+/- 2011 )",10782,"(+/- 1911 )",10510,"(+/- 1998 )",13484,"(+/- 2184 )",11436,"(+/- 1857 )",20845,"(+/- 2557 )",21734,"(+/- 2798 )",28808,"(+/- 3050 )",24219,"(+/- 2705 )",19454,"(+/- 3089 )",17090,"(+/- 2650 )",14459,"(+/- 2414 )",31080,"(+/- 3660 )",19759,"(+/- 2333 )",36822,"(+/- 3572 )",18070,"(+/- 2751 )",11217,"(+/- 1508 )",16628,"(+/- 2443 )",23232,"(+/- 2600 )",19991,"(+/- 2842 )",26261,"(+/- 2326 )",28932,"(+/- 2639 )",30413,"(+/- 2251 )",24383,"(+/- 2196 )",28085,"(+/- 2973 )",32998,"(+/- 2808 )",22897,"(+/- 2530 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$25,000 to $34,999",13011,"(+/- 2318 )",9563,"(+/- 1830 )",10262,"(+/- 1713 )",9591,"(+/- 1703 )",18632,"(+/- 2591 )",21489,"(+/- 2726 )",19234,"(+/- 2394 )",23895,"(+/- 2984 )",21659,"(+/- 2676 )",18327,"(+/- 2690 )",16964,"(+/- 2239 )",13380,"(+/- 2678 )",23471,"(+/- 2875 )",20218,"(+/- 2633 )",25551,"(+/- 3218 )",19751,"(+/- 2872 )",11315,"(+/- 1930 )",12768,"(+/- 1869 )",23018,"(+/- 2290 )",25499,"(+/- 2806 )",26645,"(+/- 2624 )",24110,"(+/- 2563 )",26393,"(+/- 2055 )",22008,"(+/- 2140 )",27277,"(+/- 2755 )",32669,"(+/- 2924 )",22459,"(+/- 2331 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$35,000 to $49,999",21092,"(+/- 2728 )",13956,"(+/- 1996 )",16593,"(+/- 2598 )",17718,"(+/- 2346 )",26091,"(+/- 2747 )",27723,"(+/- 3015 )",26765,"(+/- 2518 )",32217,"(+/- 3254 )",27568,"(+/- 2870 )",20621,"(+/- 3011 )",26726,"(+/- 2820 )",17366,"(+/- 2862 )",34079,"(+/- 4284 )",26637,"(+/- 2713 )",30888,"(+/- 3626 )",27558,"(+/- 3690 )",18569,"(+/- 2261 )",21602,"(+/- 2507 )",29382,"(+/- 2409 )",33876,"(+/- 3133 )",37742,"(+/- 2764 )",38641,"(+/- 3053 )",37228,"(+/- 2379 )",36917,"(+/- 2725 )",36414,"(+/- 2868 )",39506,"(+/- 3321 )",34632,"(+/- 2915 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$50,000 to $74,999",33222,"(+/- 3636 )",29751,"(+/- 3144 )",27963,"(+/- 2884 )",29412,"(+/- 2951 )",37398,"(+/- 3357 )",40606,"(+/- 3318 )",33559,"(+/- 2902 )",46186,"(+/- 3683 )",43336,"(+/- 3959 )",35222,"(+/- 3305 )",38695,"(+/- 3200 )",35614,"(+/- 3564 )",45181,"(+/- 4106 )",45124,"(+/- 3009 )",42323,"(+/- 3854 )",39533,"(+/- 3827 )",28770,"(+/- 2995 )",33113,"(+/- 3294 )",45381,"(+/- 2705 )",50484,"(+/- 4227 )",52729,"(+/- 3358 )",50399,"(+/- 3372 )",52728,"(+/- 3106 )",50578,"(+/- 3677 )",50313,"(+/- 2808 )",55335,"(+/- 4006 )",57369,"(+/- 3193 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$75,000 to $99,999",31250,"(+/- 3350 )",27876,"(+/- 2935 )",24268,"(+/- 2332 )",26954,"(+/- 2938 )",29600,"(+/- 2482 )",30808,"(+/- 3067 )",28017,"(+/- 2681 )",34106,"(+/- 2899 )",31753,"(+/- 3232 )",30938,"(+/- 3763 )",30742,"(+/- 2475 )",36529,"(+/- 4594 )",31915,"(+/- 3903 )",33936,"(+/- 3092 )",19708,"(+/- 2702 )",32540,"(+/- 4011 )",26570,"(+/- 2890 )",32650,"(+/- 2725 )",36633,"(+/- 2512 )",37725,"(+/- 3137 )",38358,"(+/- 2991 )",37260,"(+/- 2743 )",36857,"(+/- 2268 )",38446,"(+/- 2594 )",38692,"(+/- 2719 )",38025,"(+/- 2778 )",40998,"(+/- 3275 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$100,000 to $149,999",52417,"(+/- 4005 )",50191,"(+/- 3699 )",47236,"(+/- 4079 )",43832,"(+/- 3042 )",44564,"(+/- 3567 )",44905,"(+/- 3162 )",35569,"(+/- 2667 )",42804,"(+/- 2647 )",43310,"(+/- 3230 )",47645,"(+/- 4186 )",50994,"(+/- 3954 )",59524,"(+/- 4697 )",31263,"(+/- 3655 )",38378,"(+/- 2681 )",19054,"(+/- 2952 )",42174,"(+/- 3440 )",49702,"(+/- 3844 )",52698,"(+/- 3117 )",44541,"(+/- 2696 )",58270,"(+/- 3648 )",40472,"(+/- 2776 )",40526,"(+/- 2536 )",38487,"(+/- 2160 )",42875,"(+/- 2739 )",46385,"(+/- 3003 )",39861,"(+/- 3109 )",50537,"(+/- 3300 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$150,000 to $199,000",32489,"(+/- 2516 )",33378,"(+/- 2871 )",34709,"(+/- 2818 )",32949,"(+/- 2476 )",21252,"(+/- 2197 )",26049,"(+/- 2694 )",21566,"(+/- 2232 )",20311,"(+/- 2145 )",25943,"(+/- 3062 )",27911,"(+/- 3118 )",25523,"(+/- 2834 )",46705,"(+/- 4273 )",15865,"(+/- 2494 )",18286,"(+/- 2634 )",5277,"(+/- 1325 )",19499,"(+/- 1956 )",27451,"(+/- 2666 )",27306,"(+/- 2468 )",23336,"(+/- 2208 )",26623,"(+/- 2195 )",17006,"(+/- 1654 )",14214,"(+/- 1850 )",12427,"(+/- 1387 )",16429,"(+/- 1604 )",19993,"(+/- 1874 )",17660,"(+/- 1825 )",24021,"(+/- 2419 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","$200,000 or more",44203,"(+/- 2608 )",38178,"(+/- 3006 )",72857,"(+/- 3353 )",53286,"(+/- 3206 )",21465,"(+/- 2446 )",25393,"(+/- 2289 )",31149,"(+/- 2536 )",30077,"(+/- 2984 )",32611,"(+/- 2617 )",89792,"(+/- 5620 )",33104,"(+/- 3187 )",109296,"(+/- 6344 )",15745,"(+/- 2131 )",15990,"(+/- 1643 )",4338,"(+/- 1296 )",44152,"(+/- 2696 )",61205,"(+/- 3494 )",36526,"(+/- 3101 )",19354,"(+/- 1917 )",22384,"(+/- 2243 )",10546,"(+/- 1355 )",11571,"(+/- 1369 )",11507,"(+/- 1236 )",16270,"(+/- 1857 )",17747,"(+/- 1800 )",12007,"(+/- 1437 )",20783,"(+/- 2063 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Median household income (dollars)",101701,"(+/- 3011 )",108725,"(+/- 4211 )",126191,"(+/- 4595 )",110677,"(+/- 2472 )",76150,"(+/- 2760 )",70529,"(+/- 2800 )",66891,"(+/- 3041 )",59806,"(+/- 2219 )",69754,"(+/- 2869 )",103331,"(+/- 5054 )",81253,"(+/- 2880 )",124502,"(+/- 5528 )",46298,"(+/- 2803 )",66749,"(+/- 2060 )",31061,"(+/- 1237 )",74799,"(+/- 3098 )",108449,"(+/- 3928 )",91723,"(+/- 2392 )",67004,"(+/- 1880 )",71156,"(+/- 2095 )",57320,"(+/- 1829 )",56615,"(+/- 1902 )",53769,"(+/- 1452 )",60899,"(+/- 1432 )",61336,"(+/- 1534 )",52122,"(+/- 1533 )",69186,"(+/- 1955 )"
Socioeconomic,"Income and Benefits (In 2019 inflation-adjusted dollars)","Mean household income (dollars)",136154,"(+/- 5137 )",128566,"(+/- 4001 )",175040,"(+/- 5833 )",144227,"(+/- 3814 )",98905,"(+/- 3401 )",94954,"(+/- 2813 )",103540,"(+/- 3875 )",88379,"(+/- 2917 )",101158,"(+/- 3434 )",190247,"(+/- 10550 )",106594,"(+/- 3726 )",191497,"(+/- 6311 )",71932,"(+/- 3169 )",84981,"(+/- 2605 )",47362,"(+/- 2292 )",124043,"(+/- 4445 )",154785,"(+/- 4777 )",118618,"(+/- 4223 )",90080,"(+/- 2775 )",90992,"(+/- 2301 )",74285,"(+/- 2158 )",74260,"(+/- 2012 )",72421,"(+/- 2058 )",81493,"(+/- 2595 )",83883,"(+/- 2431 )",70456,"(+/- 2059 )",89211,"(+/- 2381 )"
